filename,category,synth,type,mood,index,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std,centroid_min,centroid_max,contrast_mean,contrast_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,rms_min,rms_max,bandwidth_mean,bandwidth_std,chroma_mean,chroma_std,tempo
amb_raintexture_mystic002_.wav,amb,rain,texture,mystic,002,-496.2043,44.237938,194.98192,50.55676,106.77391,25.64681,33.18035,9.444228,7.0746245,5.4053564,12.251453,4.6577573,17.003603,5.692451,10.656059,4.20191,3.2104642,3.5361238,2.58079,3.1898339,4.9262486,3.3521662,4.4864755,3.2934136,2.1698213,3.2858381,182.08230230879238,114.0151928444687,0.0,2785.492988009676,14.21137430648571,4.820795490448826,328.1973539140022,233.29126171437605,0.047430016,0.21250853,0.0035950851019845645,0.001652438389792633,0.06738391,0.02533251,0.0,0.10641696,434.61099990055027,294.7462012984606,0.71042943,0.23968333,0.0
amb_raintexture_mystic003_.wav,amb,rain,texture,mystic,003,-557.2677,43.625465,192.51593,49.934372,105.906395,25.466177,33.514534,9.448354,7.730723,5.518121,12.807777,4.5397277,17.531223,5.572122,11.171575,4.264178,3.5064452,3.607753,2.5596771,3.3139527,4.7818875,3.4793732,4.4574466,3.21383,2.2898173,3.1439705,193.68870205566972,156.46437511772717,0.0,3784.9115829061448,13.961820518950482,4.646409940917329,331.09377153390295,331.32961095592987,0.04754018,0.21251851,0.0037264419101433297,0.001569158421893185,0.035091862,0.013427431,0.0,0.060343627,551.157864967995,360.9608636059179,0.71423405,0.24047928,0.0
amb_raintexture_tense004_.wav,amb,rain,texture,tense,004,-571.602,38.14627,168.85051,44.8866,102.5076,25.286432,41.90563,10.531144,14.013072,6.0833364,13.0543,4.617772,17.13031,5.370265,13.723938,4.463159,6.4685636,3.6163592,3.0099173,3.3367643,3.9744241,3.2111661,4.847128,3.246975,3.4720464,3.0786169,178.36507549304247,138.66271039179009,0.0,2711.55861751188,13.920331723326878,4.1237813326644766,282.0683421478776,255.58070071456117,0.0475366,0.21251751,0.003567629375689085,0.0017195679423317003,0.029604873,0.013422783,0.0,0.0657436,613.185352514529,393.67471528397283,0.7135046,0.24284297,0.0
amb_raintexture_tense005_.wav,amb,rain,texture,tense,005,-579.6426,39.684765,175.5203,46.349915,103.46786,25.407183,39.12103,10.129255,11.262794,5.7721934,11.925031,4.3467145,16.702497,5.364144,13.078799,4.367592,5.9687405,3.5097837,3.144647,3.2857032,4.264399,3.259378,4.559562,3.3741183,2.7488337,3.333091,190.97827115681358,146.511712854854,0.0,2705.378924706977,13.858382083559734,4.315573991577109,303.91017993729326,267.4870594225175,0.047573715,0.21253158,0.0035762429368798236,0.0017119005930697326,0.02599564,0.010854338,0.0,0.060959157,636.8238421614407,407.0062380989545,0.709164,0.24059467,0.0
fx_chimesingle_cozy000_.wav,fx,chime,single,cozy,000,-535.1651,95.83831,-54.47442,20.932453,-91.06309,18.831146,9.055095,16.073713,1.274252,13.202557,21.675177,6.9993725,-21.01846,6.3695154,-2.4521346,4.184909,6.858102,4.029167,13.059886,4.4169602,-13.237091,4.3723626,10.911223,4.737852,-20.322851,4.1989465,6885.727433238273,547.1575964375371,5228.705098561645,8199.939260351119,24.879732865506806,13.95709262144954,12587.813626802885,1294.7153227684903,0.0012356216,0.0036615287,0.32701500031629555,0.058893931781286546,0.045851372,0.036416404,0.0010469354,0.14358407,3904.4533685004562,285.38899678154615,0.26026693,0.30641595,[109.95678191]
fx_chimesingle_cozy001_.wav,fx,chime,single,cozy,001,-594.7046,89.92974,-35.879677,21.13465,-88.489395,26.238823,5.6619368,12.257467,1.5523843,14.712638,26.225895,8.148363,-11.890387,6.0629787,-10.427907,5.92255,1.9947664,5.024124,17.894241,6.2278247,-6.258462,4.214083,6.541303,6.46044,-9.564537,3.560503,5607.9784091043675,976.0453989205408,0.0,7513.685387629365,24.398512395867986,13.146081814444837,9527.142965382543,2224.3400525708153,0.0081575615,0.084427096,0.23438762796336207,0.07502069519899739,0.019534122,0.017674875,0.0,0.07487163,3342.123642431263,469.20553547780054,0.23138377,0.30868542,[123.046875]
fx_chimesingle_cozy002_.wav,fx,chime,single,cozy,002,-534.5563,95.15288,-32.867847,16.358128,-114.47091,18.596325,-5.845551,14.55196,-20.195219,15.028317,28.514132,8.438263,2.4813468,10.221285,-6.333234,4.2902646,-14.100251,5.9267335,12.6966095,4.562884,6.30308,5.002128,-2.2221696,6.3774076,19.389902,4.676032,5420.29152155108,646.7333565248957,0.0,6659.097040129776,24.37353668673728,12.85610711543331,9224.3115234375,1296.1002763028553,0.0062633473,0.06885532,0.2551998077876984,0.05020254329227435,0.03081088,0.02119953,0.0,0.091338955,3145.205797924122,455.1273884846506,0.30063766,0.32292637,[101.33272059]
fx_chimesingle_cozy003_.wav,fx,chime,single,cozy,003,-548.32446,115.326935,-57.037983,31.85905,-84.5088,27.589682,7.276562,15.972784,2.0323849,13.4984045,14.53135,8.958392,-21.28023,8.368232,1.2208215,6.1520658,10.397429,3.8513474,6.3413396,4.3563275,-9.688778,4.8072767,8.3709,6.467056,-15.752141,8.380161,7010.515006450577,1170.6948241754637,0.0,9371.988841999484,22.942248700930318,12.785160187390604,11890.27655733105,2763.7612511845164,0.005152068,0.0614058,0.33684206639886577,0.08251573937656191,0.043702718,0.03945166,0.0,0.16420108,3857.1795418982006,535.618311670361,0.27316347,0.31489366,[95.703125]
fx_chimesingle_cozy004_.wav,fx,chime,single,cozy,004,-588.2535,83.4039,-57.21287,24.247261,-75.106476,19.265781,17.34311,13.985484,9.957185,10.054354,9.968829,6.1757483,-21.41924,5.4992094,7.2168083,4.3172736,12.866655,2.9068425,-1.9302849,3.5781682,-8.596545,4.209719,5.870163,4.182871,-5.9537725,4.427862,7288.496126851963,1095.8754158570828,0.0,8943.210415094585,23.869873510277746,13.203115987379535,12989.420781966743,2860.2592285379737,0.010665249,0.09532166,0.31736399799311926,0.0770901522933403,0.02372412,0.021904118,0.0,0.1079902,4186.173053203936,545.9625089255051,0.24492303,0.29965922,[166.70866935]
fx_chimesingle_mystic005_.wav,fx,chime,single,mystic,005,-549.8085,95.71493,-53.4919,22.947313,-90.58806,20.297308,7.7501245,14.853853,0.4407971,13.604935,20.598991,7.3048124,-19.805302,6.240452,-1.5875723,4.5088124,6.9862165,4.076525,13.20482,5.4076257,-12.383543,5.3971853,10.956778,5.149227,-19.72988,4.53891,6732.820218781854,756.4152403510158,4555.058345089597,8149.098510381739,24.297121474971526,13.162697073300725,11932.40079012784,2024.1322488412006,0.0013464256,0.0039038116,0.30711780894886365,0.06990098650733366,0.0350392,0.030038206,3.1384436e-05,0.13036224,3843.10507342236,382.1476224920188,0.252011,0.3059988,[184.5703125]
fx_chimesingle_mystic006_.wav,fx,chime,single,mystic,006,-562.038,93.17048,-37.776928,19.082365,-107.17553,20.279047,-3.6480699,13.774463,-15.584484,14.994703,29.318914,7.8059025,-5.27043,8.017629,-6.415335,4.4892406,-8.865909,5.318087,17.74173,5.431563,1.3095009,4.386685,3.0632317,6.502323,10.284227,4.5701222,5577.169469756459,867.0632274227372,0.0,6786.770100930224,24.386063787708835,13.045275194467425,9805.763938210228,1634.7608531603266,0.014441976,0.114270985,0.249359130859375,0.06165268744895975,0.024440259,0.016269248,0.0,0.07263253,3285.7117573106016,509.42537975710667,0.26421708,0.31426007,[129.19921875]
fx_chimesingle_mystic007_.wav,fx,chime,single,mystic,007,-631.94806,97.35347,-62.138084,26.913372,-75.79384,22.882868,16.814646,15.63591,6.1896105,10.49287,9.991145,7.7079496,-20.21662,5.567371,7.40317,4.612389,13.93302,3.2154582,-1.4592439,3.728108,-5.828917,3.0457504,6.184171,3.3050606,-5.8726034,4.1538067,7612.93217483374,806.4041249968693,5486.469768377416,9601.991636921455,23.62112215802869,13.082416524040601,13553.734709087172,2512.51397968654,0.0011524633,0.0025637473,0.3502463433975564,0.06441604221660599,0.01849143,0.017559934,0.00028560276,0.07005076,4268.332650407023,351.97606019653904,0.26881906,0.31037837,[120.18531977]
fx_chimesingle_mystic008_.wav,fx,chime,single,mystic,008,-582.2647,96.36932,-47.447132,20.893648,-99.50544,19.389887,3.8572261,15.193706,-5.774754,14.300544,27.93702,8.363497,-13.3772955,7.4780455,-6.7195,4.3385377,-0.27069634,4.498139,19.634577,4.8274465,-8.529351,4.119483,10.130918,6.5073104,-11.406724,3.6501992,6202.872527357788,640.6817211746456,4512.498855110036,7959.605800150223,24.44938883223971,13.389794664429733,10883.992250504032,1698.0361662689545,0.0020245034,0.021195218,0.280543454781106,0.059583611830801256,0.023580432,0.017879285,7.5665506e-05,0.07654629,3563.83418059285,324.0752797189269,0.26692384,0.30802307,[126.04801829]
fx_chimesingle_mystic009_.wav,fx,chime,single,mystic,009,-520.6216,96.51892,-29.982885,18.898474,-111.53099,16.54477,-6.0839744,13.158675,-17.188072,16.849243,27.953331,8.078809,2.1873403,10.037386,-7.340635,4.199,-13.270871,5.3133307,11.377317,4.7735615,4.929054,4.785986,-1.2508335,5.387104,18.434381,4.6246667,5195.287263788173,662.9403869812616,3729.5768803013816,6530.582046617035,24.602821709638242,12.697569315998313,8778.094394811604,1547.0222593790575,0.0011003703,0.0029376522,0.22849537729266348,0.0575242255604227,0.03949807,0.032007318,0.0007010327,0.1408339,3066.3501620686943,388.76981505194533,0.27309677,0.31725845,[99.38401442]
fx_chimesingle_tense010_.wav,fx,chime,single,tense,010,-577.5275,94.32631,-53.90251,23.978842,-82.42815,20.365166,12.238751,14.8961315,4.8537073,11.805931,16.84372,6.9053845,-21.263052,6.0227127,1.7884365,4.8721147,11.316789,3.7819736,6.372718,3.8941865,-11.131586,4.770286,8.038838,5.0496154,-16.66247,5.6238823,7032.075307894512,761.632000981952,4886.498745024,8562.961698097595,23.731176531759044,13.310398621866442,12623.924010281737,2111.812227985513,0.0012311166,0.0030704231,0.3227024638385147,0.07102005796183526,0.029054107,0.028114438,0.0005495378,0.10683451,3968.374209639228,336.26826591125723,0.271108,0.31208023,[172.265625]
fx_chimesingle_tense011_.wav,fx,chime,single,tense,011,-560.8384,90.90469,-57.654312,22.576775,-82.28962,20.93031,13.601901,15.5189905,4.485829,10.854649,17.473753,6.498458,-22.78542,5.766827,1.9283317,4.119178,11.862358,3.8548546,5.2509756,4.2788763,-10.985386,4.9842477,8.139683,4.850671,-16.56267,4.5136476,7239.117448747099,1007.3426212337566,0.0,8497.341049883224,23.85245444782241,13.475167080860322,12526.190785892673,2604.6176667849472,0.015717795,0.118838556,0.34945328509221313,0.060925338782128066,0.03498096,0.029996466,0.0,0.14678529,3901.7011557852866,571.5596649222597,0.27472258,0.31435937,[117.45383523]
fx_chimesingle_tense012_.wav,fx,chime,single,tense,012,-582.48816,96.7733,-67.93382,23.49711,-83.16743,20.008253,13.571462,17.395554,4.803909,11.037175,11.396938,6.9491596,-23.261969,5.461503,7.892536,4.8025146,13.420198,3.3305886,-0.33424655,3.947334,-8.229932,4.1809096,7.9130664,3.453877,-8.143161,3.4586284,7736.692973082968,809.5007915481713,0.0,10688.487288732134,23.836909522159434,13.47283977219575,13799.52446912092,2279.492761562615,0.0027701145,0.038561698,0.3586273646142433,0.06413141650547478,0.027500402,0.020307628,0.0,0.09093143,4275.737350278194,423.9486737303962,0.26599616,0.31073597,[92.28515625]
fx_chimesingle_tense013_.wav,fx,chime,single,tense,013,-558.9595,93.97047,-60.816902,23.21123,-85.30517,19.628504,12.154591,16.406889,4.8817024,13.0593,15.538738,6.721305,-23.291813,5.136075,3.4103265,4.080278,11.331118,3.7324662,6.1057935,3.6495326,-11.296445,4.372979,8.959386,4.194177,-15.890914,4.833626,7210.649725109288,637.2028255122524,4864.896350657114,8623.13524664547,23.831372674537228,13.51102598879632,12796.008351856695,2108.064207471567,0.001193044,0.0027539728,0.32971787286436544,0.054776137416297666,0.033462293,0.024370577,0.00091369293,0.09920346,4047.0565794019835,345.53939121822833,0.2637076,0.30964598,[151.99908088]
fx_chimesingle_tense014_.wav,fx,chime,single,tense,014,-501.2594,94.81135,-27.036177,16.248896,-102.90714,21.884325,-4.583554,12.924008,-11.389198,17.901638,26.963964,6.7118626,3.1008892,8.932996,-8.412174,5.5479326,-14.7143545,4.44029,8.962663,5.1558046,7.293858,5.145823,-4.1013293,6.094708,19.6446,5.53426,5307.809371096476,533.0143734382207,4011.1772643817553,6637.613851058553,24.84902851248,13.04603010360818,9295.857391090192,1009.5376352211707,0.0012102813,0.0031015752,0.24622971623248688,0.04745257935150073,0.046078905,0.0362035,0.0014120452,0.15283488,3117.866469527018,381.771013493639,0.28309825,0.31629217,[109.95678191]
